<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
INDEX.CSI300,D,20220331,190000,4234.7159,4247.3537,4214.5352,4222.5968,2959
INDEX.CSI300,D,20220401,190000,4198.8191,4290.671,4190.0835,4276.158,2904
INDEX.CSI300,D,20220406,190000,4258.8325,4277.5238,4236.8076,4263.8411,3075
INDEX.CSI300,D,20220407,190000,4240.0237,4278.1127,4205.743,4209.0998,3035
INDEX.CSI300,D,20220408,190000,4213.2107,4237.7919,4175.5287,4230.7669,2942
INDEX.CSI300,D,20220411,190000,4203.7902,4203.7902,4089.0934,4100.0703,2519
INDEX.CSI300,D,20220412,190000,4102.9711,4179.9727,4076.1769,4179.9727,3009
INDEX.CSI300,D,20220413,190000,4154.4121,4194.0374,4139.737,4139.737,2253
INDEX.CSI300,D,20220414,190000,4172.6443,4216.8778,4157.8788,4191.5684,2411
INDEX.CSI300,D,20220415,190000,4162.3718,4211.3174,4153.064,4188.7472,2898
INDEX.CSI300,D,20220418,190000,4152.9306,4171.7427,4120.0938,4166.3844,2235
INDEX.CSI300,D,20220419,190000,4161.9328,4186.1319,4115.4498,4134.9017,2198
INDEX.CSI300,D,20220420,190000,4130.5427,4135.4702,4060.5044,4070.7889,3057
INDEX.CSI300,D,20220421,190000,4048.7338,4086.4393,3978.3834,3995.83,2954
INDEX.CSI300,D,20220422,190000,3967.2016,4037.0821,3953.7932,4013.2498,2867
INDEX.CSI300,D,20220425,190000,3933.4459,3958.0953,3814.9127,3814.9127,2404
INDEX.CSI300,D,20220426,190000,3822.4887,3871.7868,3773.8986,3784.1198,2915
INDEX.CSI300,D,20220427,190000,3758.0835,3895.731,3757.0859,3895.5361,2547
INDEX.CSI300,D,20220428,190000,3883.4196,3943.1979,3873.6583,3921.1073,2306
INDEX.CSI300,D,20220429,190000,3939.6238,4017.4281,3898.6042,4016.241,2318
INDEX.CSI300,D,20220505,190000,3995.3533,4039.7,3988.9312,4010.2102,2989
INDEX.CSI300,D,20220506,190000,3928.8548,3947.2378,3902.3788,3908.815,2563
INDEX.CSI300,D,20220509,190000,3883.9514,3914.1116,3855.197,3877.4364,3167
INDEX.CSI300,D,20220510,190000,3820.6278,3932.6823,3808.799,3919.8684,2196
INDEX.CSI300,D,20220511,190000,3917.9322,4033.3026,3917.1445,3976.4231,2968
INDEX.CSI300,D,20220512,190000,3949.949,3985.9268,3935.7076,3958.74,2862
INDEX.CSI300,D,20220513,190000,3983.8201,4003.6866,3957.2189,3988.6002,3061
INDEX.CSI300,D,20220516,190000,4014.9955,4016.4229,3947.794,3956.5378,2876
INDEX.CSI300,D,20220517,190000,3961.7605,4005.8934,3955.357,4005.8934,2324
INDEX.CSI300,D,20220518,190000,4015.0134,4017.341,3964.8146,3991.9069,3162
INDEX.CSI300,D,20220519,190000,3938.2964,3999.5984,3934.2685,3999.5984,2313
INDEX.CSI300,D,20220520,190000,4020.8162,4077.6016,4020.8162,4077.5998,3155
INDEX.CSI300,D,20220523,190000,4080.9694,4080.9694,4029.1865,4053.9823,3118
INDEX.CSI300,D,20220524,190000,4052.8675,4055.783,3959.1541,3959.1541,3034
INDEX.CSI300,D,20220525,190000,3959.7672,3983.6236,3946.9746,3983.1784,2905
INDEX.CSI300,D,20220526,190000,3987.6815,4015.7468,3938.3374,3993.0446,2497
INDEX.CSI300,D,20220527,190000,4022.7095,4050.8865,3983.4686,4001.2988,3052
INDEX.CSI300,D,20220530,190000,4020.8584,4040.7897,4003.3768,4029.0179,2462
INDEX.CSI300,D,20220531,190000,4031.7621,4095.7938,4020.3781,4091.5176,3006
INDEX.CSI300,D,20220601,190000,4086.6177,4094.9008,4059.0017,4083.1772,2266
INDEX.CSI300,D,20220602,190000,4063.9996,4091.152,4057.9135,4089.5682,2601
INDEX.CSI300,D,20220606,190000,4090.5286,4166.5654,4063.9057,4166.085,3373
INDEX.CSI300,D,20220607,190000,4165.6899,4198.0863,4155.3986,4179.1285,2315
INDEX.CSI300,D,20220608,190000,4187.1483,4224.8096,4158.1149,4219.8122,2802
INDEX.CSI300,D,20220609,190000,4211.7225,4227.4484,4160.8814,4175.6747,2184
INDEX.CSI300,D,20220610,190000,4145.6505,4241.3541,4143.3242,4238.9936,3261
INDEX.CSI300,D,20220613,190000,4194.4574,4218.2327,4156.7824,4189.3527,3131
INDEX.CSI300,D,20220614,190000,4143.2232,4224.0857,4102.929,4222.3114,3236
INDEX.CSI300,D,20220615,190000,4228.2926,4348.3171,4228.2926,4278.2178,3037
INDEX.CSI300,D,20220616,190000,4282.0827,4302.0808,4241.075,4250.0614,3294
INDEX.CSI300,D,20220617,190000,4219.2339,4318.4362,4218.9202,4309.0444,2254
INDEX.CSI300,D,20220620,190000,4322.8324,4368.2346,4297.9154,4330.4328,2739
INDEX.CSI300,D,20220621,190000,4327.9159,4357.3396,4287.1406,4325.5657,2933
INDEX.CSI300,D,20220622,190000,4331.902,4332.948,4269.2686,4270.6227,2245
INDEX.CSI300,D,20220623,190000,4277.9555,4343.8781,4261.3684,4343.8781,3290
INDEX.CSI300,D,20220624,190000,4354.553,4400.6852,4346.2303,4394.7723,2274
INDEX.CSI300,D,20220627,190000,4414.3321,4472.6948,4414.3321,4444.2639,2321
INDEX.CSI300,D,20220628,190000,4442.5811,4497.8949,4407.3519,4490.5166,3202
INDEX.CSI300,D,20220629,190000,4472.7346,4503.1307,4413.9961,4421.357,2992
INDEX.CSI300,D,20220630,190000,4418.0656,4514.9968,4418.0656,4485.0108,3207
INDEX.CSI300,D,20220701,190000,4489.5204,4500.8077,4449.2914,4466.7179,3205
INDEX.CSI300,D,20220704,190000,4447.2159,4496.0303,4427.8232,4496.0303,3343
INDEX.CSI300,D,20220705,190000,4505.4572,4530.3245,4439.8418,4489.5383,3212
INDEX.CSI300,D,20220706,190000,4475.4815,4484.1254,4393.4467,4423.9698,3195
INDEX.CSI300,D,20220707,190000,4425.2814,4457.3431,4391.1938,4443.4736,2555
INDEX.CSI300,D,20220708,190000,4468.0627,4479.4937,4426.8868,4428.781,3340
INDEX.CSI300,D,20220711,190000,4406.1476,4406.1476,4330.7095,4354.6167,3091
INDEX.CSI300,D,20220712,190000,4352.6456,4370.3411,4296.8717,4313.6184,2589
INDEX.CSI300,D,20220713,190000,4313.3589,4341.3432,4284.9419,4321.4617,3187
INDEX.CSI300,D,20220714,190000,4308.8229,4351.7934,4292.7992,4322.0742,3377
INDEX.CSI300,D,20220715,190000,4299.4714,4344.743,4248.5273,4248.5273,3185
INDEX.CSI300,D,20220718,190000,4262.1539,4300.3178,4217.8845,4292.5858,2840
INDEX.CSI300,D,20220719,190000,4288.4441,4288.4441,4238.8412,4269.3401,3194
INDEX.CSI300,D,20220720,190000,4291.2808,4303.3058,4269.9717,4283.8027,3227
INDEX.CSI300,D,20220721,190000,4270.3624,4283.1471,4236.0499,4236.0578,3259
INDEX.CSI300,D,20220722,190000,4251.7867,4275.4696,4207.3135,4238.2341,3078
INDEX.CSI300,D,20220725,190000,4233.9277,4234.61,4202.1534,4212.6441,2327
INDEX.CSI300,D,20220726,190000,4220.0911,4259.9854,4214.835,4245.9758,2353
INDEX.CSI300,D,20220727,190000,4236.154,4242.0509,4217.6877,4225.0357,3153
INDEX.CSI300,D,20220728,190000,4242.2743,4267.9181,4223.029,4225.6733,2770
INDEX.CSI300,D,20220729,190000,4226.4245,4242.8493,4161.0362,4170.1019,2337
INDEX.CSI300,D,20220801,190000,4160.6478,4196.5743,4130.034,4188.6784,2395
INDEX.CSI300,D,20220802,190000,4144.3765,4144.3765,4071.431,4107.024,2378
INDEX.CSI300,D,20220803,190000,4114.8251,4150.7368,4058.1792,4066.9754,2417
INDEX.CSI300,D,20220804,190000,4089.4419,4107.9393,4064.6594,4101.5367,2751
INDEX.CSI300,D,20220805,190000,4109.6287,4159.485,4097.8625,4156.9111,2333
INDEX.CSI300,D,20220808,190000,4142.1111,4155.7301,4135.0809,4148.0746,3156
INDEX.CSI300,D,20220809,190000,4143.666,4161.7991,4131.4252,4156.2907,2305
INDEX.CSI300,D,20220810,190000,4149.2071,4160.645,4092.6656,4109.7373,2346
INDEX.CSI300,D,20220811,190000,4130.741,4193.7265,4116.1184,4193.5428,2320
INDEX.CSI300,D,20220812,190000,4185.4203,4202.4663,4175.2474,4191.152,3237
INDEX.CSI300,D,20220815,190000,4180.0006,4219.9183,4174.3,4185.6794,3228
INDEX.CSI300,D,20220816,190000,4190.5269,4208.7349,4170.5271,4177.837,2342
INDEX.CSI300,D,20220817,190000,4182.5668,4222.7298,4155.1734,4216.9586,2888
INDEX.CSI300,D,20220818,190000,4205.7851,4211.8226,4173.5889,4180.0996,3389
INDEX.CSI300,D,20220819,190000,4174.5458,4185.4145,4151.0738,4151.0738,3391
INDEX.CSI300,D,20220822,190000,4135.1623,4183.5318,4134.2008,4181.3965,2658
INDEX.CSI300,D,20220823,190000,4175.5314,4187.1804,4147.4266,4161.0823,2290
INDEX.CSI300,D,20220824,190000,4168.5764,4174.1565,4079.0934,4082.4195,3262
INDEX.CSI300,D,20220825,190000,4093.2949,4119.6196,4058.7454,4116.2396,3352
INDEX.CSI300,D,20220826,190000,4127.8142,4139.7879,4102.7929,4107.5455,2278
INDEX.CSI300,D,20220829,190000,4063.8825,4092.9474,4060.222,4089.5205,3327
INDEX.CSI300,D,20220830,190000,4088.5262,4093.0195,4048.563,4075.7937,3398
INDEX.CSI300,D,20220831,190000,4057.1443,4112.8485,4046.6468,4078.8402,2322
INDEX.CSI300,D,20220901,190000,4066.1869,4090.7721,4041.1281,4043.7395,3288
INDEX.CSI300,D,20220902,190000,4054.8423,4056.1805,4004.911,4023.6131,3159
INDEX.CSI300,D,20220905,190000,4010.4052,4016.0319,3982.7395,4015.4264,3176
INDEX.CSI300,D,20220906,190000,4024.4726,4054.004,4009.5826,4052.2802,2620
INDEX.CSI300,D,20220907,190000,4032.7231,4067.4558,4028.374,4054.983,2215
INDEX.CSI300,D,20220908,190000,4059.1689,4067.758,4036.0506,4037.6839,3058
INDEX.CSI300,D,20220909,190000,4050.5853,4098.9981,4042.2498,4093.7874,3314
INDEX.CSI300,D,20220913,190000,4112.0123,4127.8749,4097.1408,4111.1145,3285
INDEX.CSI300,D,20220914,190000,4058.0441,4089.0583,4047.9187,4065.359,3224
INDEX.CSI300,D,20220915,190000,4078.6495,4088.7763,3998.9863,4027.1186,2789
INDEX.CSI300,D,20220916,190000,4013.5829,4018.0098,3932.6826,3932.6826,2315
INDEX.CSI300,D,20220919,190000,3928.4239,3953.6494,3910.3106,3928.0001,3025
INDEX.CSI300,D,20220920,190000,3945.6467,3957.1314,3921.9611,3932.8361,2849
INDEX.CSI300,D,20220921,190000,3921.3177,3924.1755,3884.2268,3903.7348,3299
INDEX.CSI300,D,20220922,190000,3875.1771,3900.2736,3860.3376,3869.344,3355
INDEX.CSI300,D,20220923,190000,3865.1049,3887.9471,3829.6913,3856.0212,2561
INDEX.CSI300,D,20220926,190000,3829.5958,3893.0457,3827.9498,3836.6773,2300
INDEX.CSI300,D,20220927,190000,3844.0692,3893.0283,3827.9265,3892.295,2284
INDEX.CSI300,D,20220928,190000,3879.4398,3879.4398,3828.0545,3828.7098,3409
INDEX.CSI300,D,20220929,190000,3864.316,3873.1823,3808.6496,3827.1434,3402
INDEX.CSI300,D,20220930,190000,3833.3504,3848.6018,3801.3112,3804.8853,2721
INDEX.CSI300,D,20221010,190000,3806.5596,3807.4574,3715.8487,3720.9365,2391
INDEX.CSI300,D,20221011,190000,3732.0191,3739.6374,3706.116,3727.6867,2192
INDEX.CSI300,D,20221012,190000,3722.8659,3784.3064,3661.953,3784.3064,2431
INDEX.CSI300,D,20221013,190000,3756.4176,3783.2741,3749.7559,3752.6729,2353
INDEX.CSI300,D,20221014,190000,3783.316,3863.2265,3780.8415,3842.4698,2363
INDEX.CSI300,D,20221017,190000,3822.2428,3849.6207,3809.2111,3846.4119,2142
INDEX.CSI300,D,20221018,190000,3865.8258,3870.2155,3831.1723,3838.2667,2278
INDEX.CSI300,D,20221019,190000,3827.4658,3840.4219,3776.5335,3776.5335,2826
INDEX.CSI300,D,20221020,190000,3746.5793,3803.8359,3726.8828,3754.9269,2683
INDEX.CSI300,D,20221021,190000,3753.8903,3768.4342,3724.8463,3742.8929,2830
INDEX.CSI300,D,20221024,190000,3727.915,3762.158,3619.9876,3633.3733,3220
INDEX.CSI300,D,20221025,190000,3621.9356,3670.7327,3594.7011,3627.4542,3298
INDEX.CSI300,D,20221026,190000,3633.3107,3700.662,3633.3107,3656.9027,2930
INDEX.CSI300,D,20221027,190000,3667.6645,3684.8993,3631.0767,3631.1448,2920
INDEX.CSI300,D,20221028,190000,3605.1598,3618.7507,3533.4993,3541.3295,3314
INDEX.CSI300,D,20221031,190000,3504.507,3553.1594,3495.9509,3508.7034,2946
INDEX.CSI300,D,20221101,190000,3519.8174,3634.1732,3517.6209,3634.1732,2752
INDEX.CSI300,D,20221102,190000,3620.3693,3703.465,3610.8029,3677.8051,2857
INDEX.CSI300,D,20221103,190000,3645.0604,3670.1574,3628.5147,3647.8966,2767
INDEX.CSI300,D,20221104,190000,3646.7709,3782.8823,3646.7709,3767.1746,2914
INDEX.CSI300,D,20221107,190000,3754.5227,3792.6514,3746.3715,3775.2971,2984
INDEX.CSI300,D,20221108,190000,3773.6612,3779.1156,3723.4924,3749.3251,3298
INDEX.CSI300,D,20221109,190000,3750.7821,3760.2508,3711.3965,3714.2704,2401
INDEX.CSI300,D,20221110,190000,3685.8274,3701.5306,3665.1073,3685.6885,3330
INDEX.CSI300,D,20221111,190000,3787.7568,3828.9004,3747.1978,3788.4387,3324
INDEX.CSI300,D,20221114,190000,3818.1447,3848.2376,3781.7919,3794.0171,2624
INDEX.CSI300,D,20221115,190000,3788.926,3871.5632,3775.7082,3865.9726,3069
INDEX.CSI300,D,20221116,190000,3860.811,3877.6781,3829.776,3834.3899,2549
INDEX.CSI300,D,20221117,190000,3821.2709,3821.6163,3776.5739,3818.664,3294
INDEX.CSI300,D,20221118,190000,3823.8207,3840.3018,3801.5686,3801.5686,2258
INDEX.CSI300,D,20221121,190000,3769.627,3769.8471,3734.2157,3769.1269,2323
INDEX.CSI300,D,20221122,190000,3766.0817,3809.8582,3751.0448,3769.5727,3330
INDEX.CSI300,D,20221123,190000,3760.2157,3791.1782,3753.4238,3773.5287,2268
INDEX.CSI300,D,20221124,190000,3791.5399,3804.5985,3751.3818,3756.8082,2351
INDEX.CSI300,D,20221125,190000,3751.2822,3790.5356,3743.6013,3775.7764,3069
INDEX.CSI300,D,20221128,190000,3701.902,3735.9338,3672.1306,3733.2424,3285
INDEX.CSI300,D,20221129,190000,3766.5702,3854.759,3766.5702,3848.4224,2308
INDEX.CSI300,D,20221130,190000,3836.5598,3867.3586,3833.8272,3853.0365,3331
INDEX.CSI300,D,20221201,190000,3921.2954,3944.3899,3893.9772,3894.7687,2334
INDEX.CSI300,D,20221202,190000,3886.4034,3897.7076,3866.3127,3870.9478,2657
INDEX.CSI300,D,20221205,190000,3907.6375,3947.476,3900.6742,3946.8759,3384
INDEX.CSI300,D,20221206,190000,3929.0063,3988.8709,3922.9969,3968.1979,3362
INDEX.CSI300,D,20221207,190000,3956.6722,3999.2284,3944.4533,3958.4409,2756
INDEX.CSI300,D,20221208,190000,3953.199,3971.4775,3941.2966,3959.1798,3323
INDEX.CSI300,D,20221209,190000,3961.9919,4003.32,3944.4396,3998.24,875
INDEX.CSI300,D,20221212,190000,3976.1722,3983.3067,3950.5438,3953.4433,2505
INDEX.CSI300,D,20221213,190000,3953.5482,3964.3957,3939.9904,3945.6813,3306
INDEX.CSI300,D,20221214,190000,3952.79,3972.74,3935.78,3954.8857,309
INDEX.CSI300,D,20221215,190000,3954.672,3963.2212,3926.4997,3951.9885,3171
INDEX.CSI300,D,20221216,190000,3931.2318,3960.3875,3929.4873,3954.227,2336
INDEX.CSI300,D,20221219,190000,3952.7707,3966.3821,3878.4367,3893.2207,2298
INDEX.CSI300,D,20221220,190000,3881.2257,3881.2729,3811.4759,3829.0173,2265
INDEX.CSI300,D,20221221,190000,3839.0009,3853.7272,3821.5252,3830.5384,3255
INDEX.CSI300,D,20221222,190000,3859.2041,3882.1263,3821.3418,3836.028,2366
INDEX.CSI300,D,20221223,190000,3811.6164,3848.3436,3805.9487,3828.2188,3317
INDEX.CSI300,D,20221226,190000,3830.5682,3856.7743,3827.5775,3843.4887,3503
INDEX.CSI300,D,20221227,190000,3860.9054,3891.7997,3856.6498,3887.854,2401
INDEX.CSI300,D,20221228,190000,3874.9132,3884.4634,3854.9406,3871.2644,2285
INDEX.CSI300,D,20221229,190000,3854.2363,3867.9701,3838.4803,3856.7007,2384
INDEX.CSI300,D,20221230,190000,3873.9358,3887.5527,3868.9,3871.6338,3231
INDEX.CSI300,D,20230103,190000,3864.8356,3893.9904,3831.499,3887.8992,3492
INDEX.CSI300,D,20230104,190000,3886.2504,3905.8071,3873.6549,3892.9477,3430
INDEX.CSI300,D,20230105,190000,3913.4928,3974.7503,3913.1546,3968.5782,2366
INDEX.CSI300,D,20230106,190000,3969.5493,4000.4143,3966.4696,3980.8888,3078
INDEX.CSI300,D,20230109,190000,3998.5278,4022.9204,3990.7073,4013.1196,2918
INDEX.CSI300,D,20230110,190000,4014.7125,4030.4548,4002.2491,4017.4737,2934
INDEX.CSI300,D,20230111,190000,4019.8844,4043.3991,4008.0153,4010.0309,2898
INDEX.CSI300,D,20230112,190000,4021.7547,4030.2876,4003.5081,4017.8692,2932
INDEX.CSI300,D,20230113,190000,4032.2906,4074.3772,4027.8864,4074.3772,2913
INDEX.CSI300,D,20230116,190000,4077.8793,4176.8365,4076.6394,4137.9643,2281
INDEX.CSI300,D,20230117,190000,4138.8433,4148.5838,4118.157,4137.2422,3258
INDEX.CSI300,D,20230118,190000,4140.1019,4150.9885,4125.7687,4130.3143,3045
INDEX.CSI300,D,20230119,190000,4125.5772,4156.0077,4106.2045,4156.0077,2821
INDEX.CSI300,D,20230120,190000,4166.8444,4189.6063,4161.6698,4181.5267,3326
INDEX.CSI300,D,20230130,190000,4267.6248,4267.7629,4197.8596,4201.345,3029
INDEX.CSI300,D,20230131,190000,4200.5813,4212.7347,4153.0484,4156.8578,2427
INDEX.CSI300,D,20230201,190000,4170.1322,4195.9332,4137.8689,4195.9332,3196
INDEX.CSI300,D,20230202,190000,4207.4123,4207.4123,4170.6269,4181.1493,2327
INDEX.CSI300,D,20230203,190000,4162.0258,4162.0258,4103.3231,4141.6319,2336
INDEX.CSI300,D,20230206,190000,4103.8307,4105.7315,4065.3382,4086.8779,2734
INDEX.CSI300,D,20230207,190000,4098.3117,4107.3438,4078.2903,4094.2335,2933
INDEX.CSI300,D,20230208,190000,4099.8573,4111.4745,4072.8928,4076.1411,2945
INDEX.CSI300,D,20230209,190000,4067.5631,4130.8565,4065.2807,4130.8565,2925
INDEX.CSI300,D,20230210,190000,4124.0986,4125.2801,4092.4935,4106.3097,2958
INDEX.CSI300,D,20230213,190000,4098.8795,4146.45,4092.5417,4143.574,2852
INDEX.CSI300,D,20230214,190000,4151.247,4152.0487,4125.2583,4145.2902,3432
INDEX.CSI300,D,20230215,190000,4146.8547,4153.7159,4115.9671,4123.6893,3281
INDEX.CSI300,D,20230216,190000,4125.4087,4167.5223,4068.9324,4093.4876,2331
INDEX.CSI300,D,20230217,190000,4086.2237,4104.3192,4033.0165,4034.507,3284
INDEX.CSI300,D,20230220,190000,4039.9623,4134.8623,4035.6076,4133.4896,2885
INDEX.CSI300,D,20230221,190000,4130.0632,4151.7994,4116.2716,4144.3536,2838
INDEX.CSI300,D,20230222,190000,4118.9669,4134.7298,4101.9579,4106.9506,2885
INDEX.CSI300,D,20230223,190000,4106.2136,4132.3896,4088.2073,4103.6463,2823
INDEX.CSI300,D,20230224,190000,4100.9897,4101.7902,4048.4926,4061.0457,2885
INDEX.CSI300,D,20230227,190000,4040.4571,4067.0092,4034.8382,4043.8444,3198
INDEX.CSI300,D,20230228,190000,4058.1298,4074.2497,4026.5554,4069.4587,2185
INDEX.CSI300,D,20230301,190000,4068.7331,4135.4421,4061.2167,4126.9415,3388
INDEX.CSI300,D,20230302,190000,4119.9919,4137.163,4113.8722,4117.7377,3085
INDEX.CSI300,D,20230303,190000,4126.0183,4135.0212,4100.3827,4130.5513,2297
INDEX.CSI300,D,20230306,190000,4131.1525,4132.7987,4088.5889,4109.0102,3211
INDEX.CSI300,D,20230307,190000,4103.6419,4124.9609,4046.6514,4048.8519,3027
INDEX.CSI300,D,20230308,190000,4030.7387,4037.287,4011.5231,4034.1077,3448
INDEX.CSI300,D,20230309,190000,4035.8433,4043.8493,4000.9592,4019.8505,2253
INDEX.CSI300,D,20230310,190000,3991.7959,4004.3612,3966.6113,3967.1352,2330
INDEX.CSI300,D,20230313,190000,3962.6426,4008.686,3962.6426,4008.686,2381
INDEX.CSI300,D,20230314,190000,3999.8803,4001.7023,3947.0109,3984.6956,2346
INDEX.CSI300,D,20230315,190000,4011.8444,4018.5082,3986.902,3986.902,2350
INDEX.CSI300,D,20230316,190000,3958.1962,3980.8199,3936.4811,3939.1505,2347
INDEX.CSI300,D,20230317,190000,3971.1585,4003.9811,3945.2501,3958.8194,3390
INDEX.CSI300,D,20230320,190000,3962.6625,3979.5485,3935.0161,3939.077,3397
INDEX.CSI300,D,20230321,190000,3948.1573,3982.5362,3948.1573,3982.3782,3117
INDEX.CSI300,D,20230322,190000,3993.7849,4016.4495,3986.79,3999.4427,2589
INDEX.CSI300,D,20230323,190000,3985.9928,4039.0895,3983.9986,4039.0895,3419
INDEX.CSI300,D,20230324,190000,4035.1564,4037.8385,4017.0028,4027.0457,2730
INDEX.CSI300,D,20230327,190000,4023.3028,4023.3028,3987.2535,4012.4771,2680
INDEX.CSI300,D,20230328,190000,4015.6973,4023.7834,3994.5999,3999.5147,3257
INDEX.CSI300,D,20230329,190000,4013.5926,4017.6339,3992.7297,4006.144,3464
INDEX.CSI300,D,20230330,190000,4009.5573,4040.4038,3984.5017,4038.5257,3169
INDEX.CSI300,D,20230331,190000,4045.4538,4063.4997,4039.9587,4050.9257,2397
INDEX.CSI300,D,20230403,190000,4059.6227,4094.9376,4059.0607,4090.5676,2821
INDEX.CSI300,D,20230404,190000,4089.2932,4103.1583,4080.2499,4103.1052,2799
INDEX.CSI300,D,20230406,190000,4084.132,4098.8172,4078.7191,4096.64,3003
INDEX.CSI300,D,20230407,190000,4096.9009,4131.1407,4092.4254,4123.2799,3199
INDEX.CSI300,D,20230410,190000,4132.0096,4132.0164,4099.0519,4104.8118,3509
INDEX.CSI300,D,20230411,190000,4108.5062,4116.12,4083.6348,4100.1479,2784
INDEX.CSI300,D,20230412,190000,4102.3968,4108.2451,4090.2784,4097.2876,3437
INDEX.CSI300,D,20230413,190000,4081.3871,4088.8809,4059.5778,4068.9786,3266
INDEX.CSI300,D,20230414,190000,4078.9703,4098.1637,4075.2701,4091.9988,3477
INDEX.CSI300,D,20230417,190000,4090.0719,4149.3836,4089.509,4149.3836,3441
INDEX.CSI300,D,20230418,190000,4139.3088,4169.4487,4138.4618,4162.032,2355
INDEX.CSI300,D,20230419,190000,4159.3938,4159.3938,4118.6261,4124.5589,2870
INDEX.CSI300,D,20230420,190000,4122.9461,4125.4025,4094.0296,4113.0192,2359
INDEX.CSI300,D,20230421,190000,4114.2642,4114.2642,4031.9123,4032.5672,2375
INDEX.CSI300,D,20230424,190000,4031.303,4033.1857,3967.907,3982.6429,3368
INDEX.CSI300,D,20230425,190000,3985.1055,3991.5281,3925.488,3962.6658,2347
INDEX.CSI300,D,20230426,190000,3950.2553,3975.6562,3934.6625,3959.2323,2435
INDEX.CSI300,D,20230427,190000,3948.0313,3999.1302,3944.8875,3988.4185,2594
INDEX.CSI300,D,20230428,190000,3993.2561,4030.4469,3993.2561,4029.0858,2203
INDEX.CSI300,D,20230504,190000,4013.47,4035.61,4001.41,4030.25,0
INDEX.CSI300,D,20230505,190000,4031.09,4047.6,3998.6,4016.88,0
INDEX.CSI300,D,20230508,190000,4028.11,4070.57,4019.03,4062.66,0
INDEX.CSI300,D,20230509,190000,4065.44,4092.85,4026.39,4027.88,0
INDEX.CSI300,D,20230510,190000,4017.94,4019.06,3984.72,3996.87,0
INDEX.CSI300,D,20230511,190000,4005.78,4018.06,3988.48,3990.66,0
INDEX.CSI300,D,20230512,190000,3987.77,3999.28,3937.55,3937.76,0
INDEX.CSI300,D,20230515,190000,3938.83,3998.89,3923.25,3998.89,0
INDEX.CSI300,D,20230516,190000,4002.52,4004.96,3967.17,3978.21,0
INDEX.CSI300,D,20230517,190000,3971.7,3982.47,3945.88,3960.17,0
INDEX.CSI300,D,20230518,190000,3965.52,3982.57,3939.55,3956.07,0
INDEX.CSI300,D,20230519,190000,3946.22,3967.28,3928.59,3944.54,0
INDEX.CSI300,D,20230522,190000,3941,3985.33,3935.8,3969.33,0
INDEX.CSI300,D,20230523,190000,3968.23,3971.83,3913.19,3913.19,0
INDEX.CSI300,D,20230524,190000,3903.78,3903.78,3859.09,3859.09,0
INDEX.CSI300,D,20230525,190000,3851.41,3861.38,3817.84,3850.5,0
INDEX.CSI300,D,20230526,190000,3848.42,3859.63,3815.57,3850.95,0
INDEX.CSI300,D,20230529,190000,3862.0838,3866.7238,3819.1929,3833.9416,2426
INDEX.CSI300,D,20230530,190000,3827.7924,3844.0052,3789.2736,3837.7531,2360
INDEX.CSI300,D,20230531,190000,3827.1634,3827.1634,3781.437,3798.5434,3425
INDEX.CSI300,D,20230601,190000,3788.5902,3832.2051,3786.7344,3806.8679,3410
INDEX.CSI300,D,20230602,190000,3821.6198,3865.2843,3821.6198,3861.8337,2505
INDEX.CSI300,D,20230605,190000,3860.5557,3860.5557,3832.4578,3844.2492,2877
INDEX.CSI300,D,20230606,190000,3840.4587,3867.8064,3802.9698,3808.1629,3341
INDEX.CSI300,D,20230607,190000,3815.4823,3822.992,3780.1644,3789.3418,3036
INDEX.CSI300,D,20230608,190000,3791.0826,3834.2784,3777.7752,3820.1867,2804
INDEX.CSI300,D,20230609,190000,3822.4088,3836.7026,3811.4669,3836.7026,3428
INDEX.CSI300,D,20230612,190000,3827.3253,3859.6359,3814.4242,3844.4324,2659
INDEX.CSI300,D,20230613,190000,3838.1287,3867.0854,3833.563,3864.9074,2673
INDEX.CSI300,D,20230614,190000,3872.72,3891.57,3862.22,3864.0247,634
INDEX.CSI300,D,20230615,190000,3871.7746,3925.4994,3871.7746,3925.4994,2304
INDEX.CSI300,D,20230616,190000,3932.2114,3967.9245,3928.5419,3963.3509,3274
INDEX.CSI300,D,20230619,190000,3957.0327,3957.0327,3922.6449,3930.9079,2376
INDEX.CSI300,D,20230620,190000,3926.094,3937.4921,3918.482,3924.2377,2376
INDEX.CSI300,D,20230621,190000,3909.1044,3919.7989,3864.0323,3864.0323,3217
INDEX.CSI300,D,20230626,190000,3833.4436,3841.2862,3801.1741,3809.6962,2283
INDEX.CSI300,D,20230627,190000,3811.6872,3851.8957,3806.4867,3845.4334,2280
INDEX.CSI300,D,20230628,190000,3836.6086,3846.8516,3808.7384,3840.7986,3173
INDEX.CSI300,D,20230629,190000,3836.7305,3840.7132,3817.3759,3821.8435,3467
INDEX.CSI300,D,20230630,190000,3816.3345,3860.0311,3813.9276,3842.4516,3455
INDEX.CSI300,D,20230703,190000,3853.2919,3897.3273,3853.2919,3892.8821,2822
INDEX.CSI300,D,20230704,190000,3888.0328,3899.9755,3878.3978,3899.0133,3444
INDEX.CSI300,D,20230705,190000,3895.1945,3899.2519,3864.2175,3868.8054,3414
INDEX.CSI300,D,20230706,190000,3857.0304,3876.8901,3836.5404,3842.7547,2393
